"JobName","CronTime","TimeDescription","CronStatus","URL","Timetaken","LastJobStatus","LastJobDate","Server","JobStatus"
"OAUTHCLIENT_PSD","00       18       *    *   1,2,3,4,5,6","at 18:00 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_OAUTHCLIENT_PSD/268","214","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"OAUTHCLIENT_PSD","0 9,16,22 * * 0-5","at 9, 16 and 22 hours every day between Sunday and Friday","false","http://192.168.113.195:9090/job/NightlyProwler_OAUTHCLIENT_PSD/268","214","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"Yslpsd","","","","http://192.168.113.195:9090/job/Yslpsd/120","217319","SUCCESS","26 Nov, 2018","192.168.56.84","true"
"categorizationservice_release","03    2   *     *     1,2,3,4,5,6","at 02:03 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/categorizationservice_release/53","34069","SUCCESS","30 Nov, 2018","192.168.210.72","true"
"yslwellnessYSLtc","","","","http://192.168.113.195:9090/job/yslwellnessYSLtc/5","103810","SUCCESS","2 Jul, 2018","192.168.112.114","true"
"WellnessPE","30      8      *     *   1,2,3,4,5,6","at 08:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/WellnessPE/178","8163","SUCCESS","30 Nov, 2018","192.168.210.72","true"
"WellnessPE","30      13      *     *   1,2,3,4,5,6","at 13:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/WellnessPE/178","8163","SUCCESS","30 Nov, 2018","192.168.210.72","true"
"WellnessPE","30      17      *     *   1,2,3,4,5,6","at 17:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/WellnessPE/178","8163","SUCCESS","30 Nov, 2018","192.168.210.72","true"
"yslsmb","","","","http://192.168.113.195:9090/job/yslsmb/71","518728","SUCCESS","26 Oct, 2018","192.168.56.84","true"
"yslnprplusYSLtc","","","","http://192.168.113.195:9090/job/yslnprplusYSLtc/75","549657","FAILURE","8 Nov, 2018","192.168.57.9","true"
"ysl-fincheck","","","","http://192.168.113.195:9090/job/ysl-fincheck/","","","","192.168.56.84","true"
"OAUTHCLIENT_STAB","30       8       *    *   1,2,3,4,5,6","at 08:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_OAUTHCLIENT_STAB/257","208","SUCCESS","30 Nov, 2018","192.168.113.247","true"
"OAUTHCLIENT_STAB","30       16       *    *   1,2,3,4,5,6","at 16:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","false","http://192.168.113.195:9090/job/NightlyProwler_OAUTHCLIENT_STAB/257","208","SUCCESS","30 Nov, 2018","192.168.113.247","true"
"OAUTHCLIENT_STAB","00       18       *    *   1,2,3,4,5,6","at 18:00 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_OAUTHCLIENT_STAB/257","208","SUCCESS","30 Nov, 2018","192.168.113.247","true"
"YSL_psd","00       9       *    *   1,2,3,4,5,6","at 09:00 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_YSL_psd/551","267","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"YSL_psd","30       15       *    *   1,2,3,4,5,6","at 15:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_YSL_psd/551","267","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"YSL_psd","00       19       *    *   1,2,3,4,5,6","at 19:00 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_YSL_psd/551","267","UNSTABLE","30 Nov, 2018","192.168.113.247","true"
"Widgetapps-STB","45      6      *     *   3","at 06:45 at Wednesday day","true","http://192.168.113.195:9090/job/Widgetapps-STB/10","47662","SUCCESS","28 Nov, 2018","192.168.210.72","true"
"YSL_stab","00 23 * * 1,2,3,4,5,6","at 23:00 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_YSL_stab/179","308","SUCCESS","30 Nov, 2018","192.168.113.247","true"
"test","","","","http://192.168.113.195:9090/job/test/16","394312","SUCCESS","16 Oct, 2018","192.168.56.84","true"
"OAUTHCLIENT_ARMSTRONG","30       8       *    *   1,2,3,4,5,6","at 08:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_OAUTHCLIENT_ARMSTRONG/9","275","SUCCESS","29 Jun, 2018","192.168.113.247","false"
"OAUTHCLIENT_ARMSTRONG","30       16       *    *   1,2,3,4,5,6","at 16:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","false","http://192.168.113.195:9090/job/NightlyProwler_OAUTHCLIENT_ARMSTRONG/9","275","SUCCESS","29 Jun, 2018","192.168.113.247","false"
"OAUTHCLIENT_ARMSTRONG","00       18       *    *   1,2,3,4,5,6","at 18:00 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/NightlyProwler_OAUTHCLIENT_ARMSTRONG/9","275","SUCCESS","29 Jun, 2018","192.168.113.247","false"
"ysleinstein","00    20   *     *     1,2,3,4,5,6","at 20:00 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/ysleinstein/22","71853","FAILURE","30 Nov, 2018","192.168.210.72","true"
"yslnprplusDeploy","","","","http://192.168.113.195:9090/job/yslnprplusDeploy/75","2028","SUCCESS","8 Nov, 2018","192.168.57.9","true"
"platformPE","30      6      *     *   1,2,3,4,5,6","at 06:30 at Monday, Tuesday, Wednesday, Thursday, Friday and Saturday days","true","http://192.168.113.195:9090/job/platformPE/","","","","192.168.210.72","false"
